EXCHANGE_DATE,FROM_CURRENCY,TO_CURRENCY,RATE
2049-07-18,EUR,USD,1.042000
2049-07-18,GBP,USD,1.253000
2049-07-18,JPY,USD,0.006500
2049-07-19,EUR,USD,1.057000
2049-07-19,GBP,USD,1.230000
2049-07-19,JPY,USD,0.006540
2049-07-20,EUR,USD,1.037000
2049-07-20,GBP,USD,1.245000
2049-07-20,JPY,USD,0.006510
2049-07-21,EUR,USD,1.037000
2049-07-21,GBP,USD,1.268000
2049-07-21,JPY,USD,0.006540
2049-07-22,EUR,USD,1.067000
2049-07-22,GBP,USD,1.258000
2049-07-22,JPY,USD,0.006530
2049-07-23,EUR,USD,1.057000
2049-07-23,GBP,USD,1.259000
2049-07-23,JPY,USD,0.006550
2049-07-24,EUR,USD,1.045000
2049-07-24,GBP,USD,1.261000
2049-07-24,JPY,USD,0.006510
2049-07-25,EUR,USD,1.061000
2049-07-25,GBP,USD,1.246000
2049-07-25,JPY,USD,0.006520
2049-07-26,EUR,USD,1.062000
2049-07-26,GBP,USD,1.232000
2049-07-26,JPY,USD,0.006490
2049-07-27,EUR,USD,1.035000
2049-07-27,GBP,USD,1.248000
2049-07-27,JPY,USD,0.006450
2049-07-28,EUR,USD,1.042000
2049-07-28,GBP,USD,1.267000
2049-07-28,JPY,USD,0.006460
2049-07-29,EUR,USD,1.055000
2049-07-29,GBP,USD,1.233000
2049-07-29,JPY,USD,0.006530
2049-07-30,EUR,USD,1.051000
2049-07-30,GBP,USD,1.232000
2049-07-30,JPY,USD,0.006500
2049-07-31,EUR,USD,1.038000
2049-07-31,GBP,USD,1.269000
2049-07-31,JPY,USD,0.006500
2049-08-01,EUR,USD,1.041000
2049-08-01,GBP,USD,1.267000
2049-08-01,JPY,USD,0.006470
2049-08-02,EUR,USD,1.061000
2049-08-02,GBP,USD,1.253000
2049-08-02,JPY,USD,0.006510
2049-08-03,EUR,USD,1.063000
2049-08-03,GBP,USD,1.264000
2049-08-03,JPY,USD,0.006500
2049-08-04,EUR,USD,1.035000
2049-08-04,GBP,USD,1.245000
2049-08-04,JPY,USD,0.006480
2049-08-05,EUR,USD,1.041000
2049-08-05,GBP,USD,1.247000
2049-08-05,JPY,USD,0.006520
2049-08-06,EUR,USD,1.063000
2049-08-06,GBP,USD,1.262000
2049-08-06,JPY,USD,0.006490
2049-08-07,EUR,USD,1.066000
2049-08-07,GBP,USD,1.252000
2049-08-07,JPY,USD,0.006480
2049-08-08,EUR,USD,1.053000
2049-08-08,GBP,USD,1.263000
2049-08-08,JPY,USD,0.006490
2049-08-09,EUR,USD,1.051000
2049-08-09,GBP,USD,1.232000
2049-08-09,JPY,USD,0.006470
2049-08-10,EUR,USD,1.065000
2049-08-10,GBP,USD,1.259000
2049-08-10,JPY,USD,0.006510
2049-08-11,EUR,USD,1.049000
2049-08-11,GBP,USD,1.265000
2049-08-11,JPY,USD,0.006480
2049-08-12,EUR,USD,1.066000
2049-08-12,GBP,USD,1.263000
2049-08-12,JPY,USD,0.006520
2049-08-13,EUR,USD,1.039000
2049-08-13,GBP,USD,1.252000
2049-08-13,JPY,USD,0.006450
2049-08-14,EUR,USD,1.049000
2049-08-14,GBP,USD,1.265000
2049-08-14,JPY,USD,0.006520
2049-08-15,EUR,USD,1.059000
2049-08-15,GBP,USD,1.236000
2049-08-15,JPY,USD,0.006520
2049-08-16,EUR,USD,1.062000
2049-08-16,GBP,USD,1.270000
2049-08-16,JPY,USD,0.006460
2049-08-17,EUR,USD,1.051000
2049-08-17,GBP,USD,1.251000
2049-08-17,JPY,USD,0.006490
2049-08-18,EUR,USD,1.043000
2049-08-18,GBP,USD,1.233000
2049-08-18,JPY,USD,0.006460
2049-08-19,EUR,USD,1.040000
2049-08-19,GBP,USD,1.259000
2049-08-19,JPY,USD,0.006450
2049-08-20,EUR,USD,1.063000
2049-08-20,GBP,USD,1.254000
2049-08-20,JPY,USD,0.006480
2049-08-21,EUR,USD,1.047000
2049-08-21,GBP,USD,1.262000
2049-08-21,JPY,USD,0.006510
2049-08-22,EUR,USD,1.061000
2049-08-22,GBP,USD,1.245000
2049-08-22,JPY,USD,0.006530
2049-08-23,EUR,USD,1.057000
2049-08-23,GBP,USD,1.241000
2049-08-23,JPY,USD,0.006450
2049-08-24,EUR,USD,1.069000
2049-08-24,GBP,USD,1.264000
2049-08-24,JPY,USD,0.006450
2049-08-25,EUR,USD,1.038000
2049-08-25,GBP,USD,1.241000
2049-08-25,JPY,USD,0.006540
2049-08-26,EUR,USD,1.052000
2049-08-26,GBP,USD,1.231000
2049-08-26,JPY,USD,0.006530
2049-08-27,EUR,USD,1.048000
2049-08-27,GBP,USD,1.256000
2049-08-27,JPY,USD,0.006510
2049-08-28,EUR,USD,1.058000
2049-08-28,GBP,USD,1.232000
2049-08-28,JPY,USD,0.006530
2049-08-29,EUR,USD,1.043000
2049-08-29,GBP,USD,1.267000
2049-08-29,JPY,USD,0.006460
2049-08-30,EUR,USD,1.052000
2049-08-30,GBP,USD,1.233000
2049-08-30,JPY,USD,0.006550
2049-08-31,EUR,USD,1.070000
2049-08-31,GBP,USD,1.258000
2049-08-31,JPY,USD,0.006500
2049-09-01,EUR,USD,1.031000
2049-09-01,GBP,USD,1.254000
2049-09-01,JPY,USD,0.006480
2049-09-02,EUR,USD,1.066000
2049-09-02,GBP,USD,1.245000
2049-09-02,JPY,USD,0.006450
2049-09-03,EUR,USD,1.033000
2049-09-03,GBP,USD,1.237000
2049-09-03,JPY,USD,0.006500
2049-09-04,EUR,USD,1.030000
2049-09-04,GBP,USD,1.269000
2049-09-04,JPY,USD,0.006500
2049-09-05,EUR,USD,1.067000
2049-09-05,GBP,USD,1.230000
2049-09-05,JPY,USD,0.006450
2049-09-06,EUR,USD,1.032000
2049-09-06,GBP,USD,1.243000
2049-09-06,JPY,USD,0.006450
2049-09-07,EUR,USD,1.068000
2049-09-07,GBP,USD,1.262000
2049-09-07,JPY,USD,0.006500
2049-09-08,EUR,USD,1.044000
2049-09-08,GBP,USD,1.236000
2049-09-08,JPY,USD,0.006470
2049-09-09,EUR,USD,1.060000
2049-09-09,GBP,USD,1.267000
2049-09-09,JPY,USD,0.006450
2049-09-10,EUR,USD,1.060000
2049-09-10,GBP,USD,1.249000
2049-09-10,JPY,USD,0.006540
2049-09-11,EUR,USD,1.037000
2049-09-11,GBP,USD,1.261000
2049-09-11,JPY,USD,0.006470
2049-09-12,EUR,USD,1.041000
2049-09-12,GBP,USD,1.247000
2049-09-12,JPY,USD,0.006500
2049-09-13,EUR,USD,1.044000
2049-09-13,GBP,USD,1.234000
2049-09-13,JPY,USD,0.006510
2049-09-14,EUR,USD,1.035000
2049-09-14,GBP,USD,1.259000
2049-09-14,JPY,USD,0.006510
2049-09-15,EUR,USD,1.056000
2049-09-15,GBP,USD,1.253000
2049-09-15,JPY,USD,0.006550
2049-09-16,EUR,USD,1.070000
2049-09-16,GBP,USD,1.231000
2049-09-16,JPY,USD,0.006470
2049-09-17,EUR,USD,1.062000
2049-09-17,GBP,USD,1.265000
2049-09-17,JPY,USD,0.006460
2049-09-18,EUR,USD,1.054000
2049-09-18,GBP,USD,1.244000
2049-09-18,JPY,USD,0.006490
2049-09-19,EUR,USD,1.057000
2049-09-19,GBP,USD,1.269000
2049-09-19,JPY,USD,0.006510
2049-09-20,EUR,USD,1.052000
2049-09-20,GBP,USD,1.244000
2049-09-20,JPY,USD,0.006550
2049-09-21,EUR,USD,1.056000
2049-09-21,GBP,USD,1.244000
2049-09-21,JPY,USD,0.006510
2049-09-22,EUR,USD,1.040000
2049-09-22,GBP,USD,1.258000
2049-09-22,JPY,USD,0.006480
2049-09-23,EUR,USD,1.066000
2049-09-23,GBP,USD,1.265000
2049-09-23,JPY,USD,0.006520
2049-09-24,EUR,USD,1.044000
2049-09-24,GBP,USD,1.268000
2049-09-24,JPY,USD,0.006470
2049-09-25,EUR,USD,1.070000
2049-09-25,GBP,USD,1.269000
2049-09-25,JPY,USD,0.006480
2049-09-26,EUR,USD,1.048000
2049-09-26,GBP,USD,1.233000
2049-09-26,JPY,USD,0.006530
2049-09-27,EUR,USD,1.063000
2049-09-27,GBP,USD,1.231000
2049-09-27,JPY,USD,0.006490
2049-09-28,EUR,USD,1.045000
2049-09-28,GBP,USD,1.236000
2049-09-28,JPY,USD,0.006540
2049-09-29,EUR,USD,1.050000
2049-09-29,GBP,USD,1.248000
2049-09-29,JPY,USD,0.006490
2049-09-30,EUR,USD,1.038000
2049-09-30,GBP,USD,1.261000
2049-09-30,JPY,USD,0.006490
2049-10-01,EUR,USD,1.032000
2049-10-01,GBP,USD,1.239000
2049-10-01,JPY,USD,0.006450
2049-10-02,EUR,USD,1.054000
2049-10-02,GBP,USD,1.254000
2049-10-02,JPY,USD,0.006540
2049-10-03,EUR,USD,1.034000
2049-10-03,GBP,USD,1.255000
2049-10-03,JPY,USD,0.006470
2049-10-04,EUR,USD,1.043000
2049-10-04,GBP,USD,1.248000
2049-10-04,JPY,USD,0.006460
2049-10-05,EUR,USD,1.057000
2049-10-05,GBP,USD,1.267000
2049-10-05,JPY,USD,0.006520
2049-10-06,EUR,USD,1.057000
2049-10-06,GBP,USD,1.249000
2049-10-06,JPY,USD,0.006510
2049-10-07,EUR,USD,1.033000
2049-10-07,GBP,USD,1.249000
2049-10-07,JPY,USD,0.006550
2049-10-08,EUR,USD,1.031000
2049-10-08,GBP,USD,1.251000
2049-10-08,JPY,USD,0.006470
2049-10-09,EUR,USD,1.041000
2049-10-09,GBP,USD,1.257000
2049-10-09,JPY,USD,0.006490
2049-10-10,EUR,USD,1.051000
2049-10-10,GBP,USD,1.270000
2049-10-10,JPY,USD,0.006540
2049-10-11,EUR,USD,1.050000
2049-10-11,GBP,USD,1.253000
2049-10-11,JPY,USD,0.006530
2049-10-12,EUR,USD,1.030000
2049-10-12,GBP,USD,1.265000
2049-10-12,JPY,USD,0.006450
2049-10-13,EUR,USD,1.064000
2049-10-13,GBP,USD,1.266000
2049-10-13,JPY,USD,0.006480
2049-10-14,EUR,USD,1.055000
2049-10-14,GBP,USD,1.238000
2049-10-14,JPY,USD,0.006460
2049-10-15,EUR,USD,1.049000
2049-10-15,GBP,USD,1.244000
2049-10-15,JPY,USD,0.006480
2049-10-16,EUR,USD,1.069000
2049-10-16,GBP,USD,1.258000
2049-10-16,JPY,USD,0.006460
2049-10-17,EUR,USD,1.047000
2049-10-17,GBP,USD,1.255000
2049-10-17,JPY,USD,0.006470
2049-10-18,EUR,USD,1.045000
2049-10-18,GBP,USD,1.255000
2049-10-18,JPY,USD,0.006460
2049-10-19,EUR,USD,1.053000
2049-10-19,GBP,USD,1.248000
2049-10-19,JPY,USD,0.006490
2049-10-20,EUR,USD,1.044000
2049-10-20,GBP,USD,1.250000
2049-10-20,JPY,USD,0.006530
2049-10-21,EUR,USD,1.069000
2049-10-21,GBP,USD,1.231000
2049-10-21,JPY,USD,0.006550
2049-10-22,EUR,USD,1.040000
2049-10-22,GBP,USD,1.248000
2049-10-22,JPY,USD,0.006460
2049-10-23,EUR,USD,1.045000
2049-10-23,GBP,USD,1.269000
2049-10-23,JPY,USD,0.006500
2049-10-24,EUR,USD,1.049000
2049-10-24,GBP,USD,1.238000
2049-10-24,JPY,USD,0.006550
2049-10-25,EUR,USD,1.044000
2049-10-25,GBP,USD,1.266000
2049-10-25,JPY,USD,0.006470
2049-10-26,EUR,USD,1.043000
2049-10-26,GBP,USD,1.248000
2049-10-26,JPY,USD,0.006540
2049-10-27,EUR,USD,1.046000
2049-10-27,GBP,USD,1.239000
2049-10-27,JPY,USD,0.006450
2049-10-28,EUR,USD,1.068000
2049-10-28,GBP,USD,1.237000
2049-10-28,JPY,USD,0.006500
2049-10-29,EUR,USD,1.066000
2049-10-29,GBP,USD,1.244000
2049-10-29,JPY,USD,0.006470
2049-10-30,EUR,USD,1.034000
2049-10-30,GBP,USD,1.230000
2049-10-30,JPY,USD,0.006520
2049-10-31,EUR,USD,1.049000
2049-10-31,GBP,USD,1.255000
2049-10-31,JPY,USD,0.006540
2049-11-01,EUR,USD,1.057000
2049-11-01,GBP,USD,1.238000
2049-11-01,JPY,USD,0.006490
2049-11-02,EUR,USD,1.030000
2049-11-02,GBP,USD,1.255000
2049-11-02,JPY,USD,0.006500
2049-11-03,EUR,USD,1.060000
2049-11-03,GBP,USD,1.243000
2049-11-03,JPY,USD,0.006510
2049-11-04,EUR,USD,1.048000
2049-11-04,GBP,USD,1.241000
2049-11-04,JPY,USD,0.006490
2049-11-05,EUR,USD,1.067000
2049-11-05,GBP,USD,1.249000
2049-11-05,JPY,USD,0.006520
2049-11-06,EUR,USD,1.057000
2049-11-06,GBP,USD,1.261000
2049-11-06,JPY,USD,0.006460
2049-11-07,EUR,USD,1.049000
2049-11-07,GBP,USD,1.242000
2049-11-07,JPY,USD,0.006540
2049-11-08,EUR,USD,1.038000
2049-11-08,GBP,USD,1.269000
2049-11-08,JPY,USD,0.006530
2049-11-09,EUR,USD,1.047000
2049-11-09,GBP,USD,1.250000
2049-11-09,JPY,USD,0.006450
2049-11-10,EUR,USD,1.065000
2049-11-10,GBP,USD,1.267000
2049-11-10,JPY,USD,0.006550
2049-11-11,EUR,USD,1.032000
2049-11-11,GBP,USD,1.237000
2049-11-11,JPY,USD,0.006490
2049-11-12,EUR,USD,1.053000
2049-11-12,GBP,USD,1.248000
2049-11-12,JPY,USD,0.006460
2049-11-13,EUR,USD,1.047000
2049-11-13,GBP,USD,1.266000
2049-11-13,JPY,USD,0.006510
2049-11-14,EUR,USD,1.057000
2049-11-14,GBP,USD,1.232000
2049-11-14,JPY,USD,0.006460
2049-11-15,EUR,USD,1.034000
2049-11-15,GBP,USD,1.250000
2049-11-15,JPY,USD,0.006550
2049-11-16,EUR,USD,1.067000
2049-11-16,GBP,USD,1.270000
2049-11-16,JPY,USD,0.006530
2049-11-17,EUR,USD,1.056000
2049-11-17,GBP,USD,1.253000
2049-11-17,JPY,USD,0.006540
2049-11-18,EUR,USD,1.031000
2049-11-18,GBP,USD,1.256000
2049-11-18,JPY,USD,0.006550
2049-11-19,EUR,USD,1.065000
2049-11-19,GBP,USD,1.253000
2049-11-19,JPY,USD,0.006530
2049-11-20,EUR,USD,1.053000
2049-11-20,GBP,USD,1.256000
2049-11-20,JPY,USD,0.006540
2049-11-21,EUR,USD,1.033000
2049-11-21,GBP,USD,1.230000
2049-11-21,JPY,USD,0.006480
2049-11-22,EUR,USD,1.057000
2049-11-22,GBP,USD,1.240000
2049-11-22,JPY,USD,0.006460
2049-11-23,EUR,USD,1.052000
2049-11-23,GBP,USD,1.249000
2049-11-23,JPY,USD,0.006450
2049-11-24,EUR,USD,1.047000
2049-11-24,GBP,USD,1.258000
2049-11-24,JPY,USD,0.006480
2049-11-25,EUR,USD,1.038000
2049-11-25,GBP,USD,1.269000
2049-11-25,JPY,USD,0.006450
2049-11-26,EUR,USD,1.055000
2049-11-26,GBP,USD,1.238000
2049-11-26,JPY,USD,0.006470
2049-11-27,EUR,USD,1.051000
2049-11-27,GBP,USD,1.246000
2049-11-27,JPY,USD,0.006500
2049-11-28,EUR,USD,1.066000
2049-11-28,GBP,USD,1.260000
2049-11-28,JPY,USD,0.006530
2049-11-29,EUR,USD,1.064000
2049-11-29,GBP,USD,1.256000
2049-11-29,JPY,USD,0.006540
2049-11-30,EUR,USD,1.033000
2049-11-30,GBP,USD,1.244000
2049-11-30,JPY,USD,0.006500
2049-12-01,EUR,USD,1.051000
2049-12-01,GBP,USD,1.251000
2049-12-01,JPY,USD,0.006490
2049-12-02,EUR,USD,1.070000
2049-12-02,GBP,USD,1.236000
2049-12-02,JPY,USD,0.006490
2049-12-03,EUR,USD,1.070000
2049-12-03,GBP,USD,1.261000
2049-12-03,JPY,USD,0.006480
2049-12-04,EUR,USD,1.066000
2049-12-04,GBP,USD,1.269000
2049-12-04,JPY,USD,0.006510
2049-12-05,EUR,USD,1.042000
2049-12-05,GBP,USD,1.267000
2049-12-05,JPY,USD,0.006500
2049-12-06,EUR,USD,1.039000
2049-12-06,GBP,USD,1.252000
2049-12-06,JPY,USD,0.006530
2049-12-07,EUR,USD,1.058000
2049-12-07,GBP,USD,1.230000
2049-12-07,JPY,USD,0.006470
2049-12-08,EUR,USD,1.035000
2049-12-08,GBP,USD,1.249000
2049-12-08,JPY,USD,0.006460
2049-12-09,EUR,USD,1.030000
2049-12-09,GBP,USD,1.244000
2049-12-09,JPY,USD,0.006530
2049-12-10,EUR,USD,1.033000
2049-12-10,GBP,USD,1.230000
2049-12-10,JPY,USD,0.006470
2049-12-11,EUR,USD,1.061000
2049-12-11,GBP,USD,1.261000
2049-12-11,JPY,USD,0.006450
2049-12-12,EUR,USD,1.068000
2049-12-12,GBP,USD,1.244000
2049-12-12,JPY,USD,0.006460
2049-12-13,EUR,USD,1.062000
2049-12-13,GBP,USD,1.235000
2049-12-13,JPY,USD,0.006520
2049-12-14,EUR,USD,1.059000
2049-12-14,GBP,USD,1.251000
2049-12-14,JPY,USD,0.006490
2049-12-15,EUR,USD,1.030000
2049-12-15,GBP,USD,1.253000
2049-12-15,JPY,USD,0.006540
2049-12-16,EUR,USD,1.068000
2049-12-16,GBP,USD,1.245000
2049-12-16,JPY,USD,0.006460
2049-12-17,EUR,USD,1.068000
2049-12-17,GBP,USD,1.246000
2049-12-17,JPY,USD,0.006500
2049-12-18,EUR,USD,1.063000
2049-12-18,GBP,USD,1.247000
2049-12-18,JPY,USD,0.006500
2049-12-19,EUR,USD,1.068000
2049-12-19,GBP,USD,1.265000
2049-12-19,JPY,USD,0.006500
2049-12-20,EUR,USD,1.033000
2049-12-20,GBP,USD,1.233000
2049-12-20,JPY,USD,0.006490
2049-12-21,EUR,USD,1.054000
2049-12-21,GBP,USD,1.251000
2049-12-21,JPY,USD,0.006510
2049-12-22,EUR,USD,1.034000
2049-12-22,GBP,USD,1.249000
2049-12-22,JPY,USD,0.006500
2049-12-23,EUR,USD,1.053000
2049-12-23,GBP,USD,1.245000
2049-12-23,JPY,USD,0.006550
2049-12-24,EUR,USD,1.050000
2049-12-24,GBP,USD,1.264000
2049-12-24,JPY,USD,0.006520
2049-12-25,EUR,USD,1.055000
2049-12-25,GBP,USD,1.249000
2049-12-25,JPY,USD,0.006450
2049-12-26,EUR,USD,1.044000
2049-12-26,GBP,USD,1.244000
2049-12-26,JPY,USD,0.006500
2049-12-27,EUR,USD,1.055000
2049-12-27,GBP,USD,1.233000
2049-12-27,JPY,USD,0.006520
2049-12-28,EUR,USD,1.048000
2049-12-28,GBP,USD,1.269000
2049-12-28,JPY,USD,0.006490
2049-12-29,EUR,USD,1.062000
2049-12-29,GBP,USD,1.258000
2049-12-29,JPY,USD,0.006520
2049-12-30,EUR,USD,1.059000
2049-12-30,GBP,USD,1.237000
2049-12-30,JPY,USD,0.006460
2049-12-31,EUR,USD,1.060000
2049-12-31,GBP,USD,1.247000
2049-12-31,JPY,USD,0.006540
2050-01-01,EUR,USD,1.046000
2050-01-01,GBP,USD,1.235000
2050-01-01,JPY,USD,0.006550
2050-01-02,EUR,USD,1.064000
2050-01-02,GBP,USD,1.230000
2050-01-02,JPY,USD,0.006550
2050-01-03,EUR,USD,1.030000
2050-01-03,GBP,USD,1.247000
2050-01-03,JPY,USD,0.006450
2050-01-04,EUR,USD,1.064000
2050-01-04,GBP,USD,1.267000
2050-01-04,JPY,USD,0.006460
2050-01-05,EUR,USD,1.033000
2050-01-05,GBP,USD,1.250000
2050-01-05,JPY,USD,0.006520
2050-01-06,EUR,USD,1.040000
2050-01-06,GBP,USD,1.247000
2050-01-06,JPY,USD,0.006550
2050-01-07,EUR,USD,1.043000
2050-01-07,GBP,USD,1.251000
2050-01-07,JPY,USD,0.006540
2050-01-08,EUR,USD,1.049000
2050-01-08,GBP,USD,1.243000
2050-01-08,JPY,USD,0.006530
2050-01-09,EUR,USD,1.034000
2050-01-09,GBP,USD,1.243000
2050-01-09,JPY,USD,0.006470
2050-01-10,EUR,USD,1.061000
2050-01-10,GBP,USD,1.265000
2050-01-10,JPY,USD,0.006550
2050-01-11,EUR,USD,1.054000
2050-01-11,GBP,USD,1.265000
2050-01-11,JPY,USD,0.006470
2050-01-12,EUR,USD,1.063000
2050-01-12,GBP,USD,1.235000
2050-01-12,JPY,USD,0.006550
2050-01-13,EUR,USD,1.059000
2050-01-13,GBP,USD,1.247000
2050-01-13,JPY,USD,0.006530
2050-01-14,EUR,USD,1.033000
2050-01-14,GBP,USD,1.231000
2050-01-14,JPY,USD,0.006510
2050-01-15,EUR,USD,1.050000
2050-01-15,GBP,USD,1.243000
2050-01-15,JPY,USD,0.006480
2050-01-16,EUR,USD,1.042000
2050-01-16,GBP,USD,1.264000
2050-01-16,JPY,USD,0.006510
2050-01-17,EUR,USD,1.051000
2050-01-17,GBP,USD,1.230000
2050-01-17,JPY,USD,0.006490
2050-01-18,EUR,USD,1.057000
2050-01-18,GBP,USD,1.261000
2050-01-18,JPY,USD,0.006450
2050-01-19,EUR,USD,1.064000
2050-01-19,GBP,USD,1.254000
2050-01-19,JPY,USD,0.006540
2050-01-20,EUR,USD,1.070000
2050-01-20,GBP,USD,1.240000
2050-01-20,JPY,USD,0.006450
2050-01-21,EUR,USD,1.054000
2050-01-21,GBP,USD,1.237000
2050-01-21,JPY,USD,0.006520
2050-01-22,EUR,USD,1.033000
2050-01-22,GBP,USD,1.237000
2050-01-22,JPY,USD,0.006520
2050-01-23,EUR,USD,1.036000
2050-01-23,GBP,USD,1.234000
2050-01-23,JPY,USD,0.006490
2050-01-24,EUR,USD,1.065000
2050-01-24,GBP,USD,1.248000
2050-01-24,JPY,USD,0.006480
2050-01-25,EUR,USD,1.044000
2050-01-25,GBP,USD,1.269000
2050-01-25,JPY,USD,0.006460
2050-01-26,EUR,USD,1.046000
2050-01-26,GBP,USD,1.246000
2050-01-26,JPY,USD,0.006510
2050-01-27,EUR,USD,1.053000
2050-01-27,GBP,USD,1.240000
2050-01-27,JPY,USD,0.006510
2050-01-28,EUR,USD,1.048000
2050-01-28,GBP,USD,1.259000
2050-01-28,JPY,USD,0.006470
2050-01-29,EUR,USD,1.050000
2050-01-29,GBP,USD,1.265000
2050-01-29,JPY,USD,0.006490
2050-01-30,EUR,USD,1.059000
2050-01-30,GBP,USD,1.242000
2050-01-30,JPY,USD,0.006510
2050-01-31,EUR,USD,1.051000
2050-01-31,GBP,USD,1.250000
2050-01-31,JPY,USD,0.006450
2050-02-01,EUR,USD,1.045000
2050-02-01,GBP,USD,1.269000
2050-02-01,JPY,USD,0.006470
2050-02-02,EUR,USD,1.059000
2050-02-02,GBP,USD,1.254000
2050-02-02,JPY,USD,0.006500
2050-02-03,EUR,USD,1.032000
2050-02-03,GBP,USD,1.241000
2050-02-03,JPY,USD,0.006550
2050-02-04,EUR,USD,1.055000
2050-02-04,GBP,USD,1.241000
2050-02-04,JPY,USD,0.006470
2050-02-05,EUR,USD,1.037000
2050-02-05,GBP,USD,1.231000
2050-02-05,JPY,USD,0.006460
2050-02-06,EUR,USD,1.068000
2050-02-06,GBP,USD,1.263000
2050-02-06,JPY,USD,0.006510
2050-02-07,EUR,USD,1.060000
2050-02-07,GBP,USD,1.249000
2050-02-07,JPY,USD,0.006520
2050-02-08,EUR,USD,1.055000
2050-02-08,GBP,USD,1.237000
2050-02-08,JPY,USD,0.006530
2050-02-09,EUR,USD,1.065000
2050-02-09,GBP,USD,1.266000
2050-02-09,JPY,USD,0.006500
2050-02-10,EUR,USD,1.068000
2050-02-10,GBP,USD,1.260000
2050-02-10,JPY,USD,0.006530
2050-02-11,EUR,USD,1.043000
2050-02-11,GBP,USD,1.238000
2050-02-11,JPY,USD,0.006500
2050-02-12,EUR,USD,1.030000
2050-02-12,GBP,USD,1.250000
2050-02-12,JPY,USD,0.006470
2050-02-13,EUR,USD,1.061000
2050-02-13,GBP,USD,1.261000
2050-02-13,JPY,USD,0.006550
2050-02-14,EUR,USD,1.043000
2050-02-14,GBP,USD,1.254000
2050-02-14,JPY,USD,0.006470
2050-02-15,EUR,USD,1.040000
2050-02-15,GBP,USD,1.233000
2050-02-15,JPY,USD,0.006470
2050-02-16,EUR,USD,1.067000
2050-02-16,GBP,USD,1.260000
2050-02-16,JPY,USD,0.006530
2050-02-17,EUR,USD,1.051000
2050-02-17,GBP,USD,1.247000
2050-02-17,JPY,USD,0.006480
2050-02-18,EUR,USD,1.053000
2050-02-18,GBP,USD,1.244000
2050-02-18,JPY,USD,0.006490
2050-02-19,EUR,USD,1.031000
2050-02-19,GBP,USD,1.247000
2050-02-19,JPY,USD,0.006530
2050-02-20,EUR,USD,1.063000
2050-02-20,GBP,USD,1.242000
2050-02-20,JPY,USD,0.006540
2050-02-21,EUR,USD,1.036000
2050-02-21,GBP,USD,1.254000
2050-02-21,JPY,USD,0.006470
2050-02-22,EUR,USD,1.058000
2050-02-22,GBP,USD,1.252000
2050-02-22,JPY,USD,0.006450
2050-02-23,EUR,USD,1.032000
2050-02-23,GBP,USD,1.250000
2050-02-23,JPY,USD,0.006460
2050-02-24,EUR,USD,1.048000
2050-02-24,GBP,USD,1.246000
2050-02-24,JPY,USD,0.006450
2050-02-25,EUR,USD,1.035000
2050-02-25,GBP,USD,1.270000
2050-02-25,JPY,USD,0.006500
2050-02-26,EUR,USD,1.056000
2050-02-26,GBP,USD,1.237000
2050-02-26,JPY,USD,0.006460
2050-02-27,EUR,USD,1.033000
2050-02-27,GBP,USD,1.264000
2050-02-27,JPY,USD,0.006500
2050-02-28,EUR,USD,1.042000
2050-02-28,GBP,USD,1.250000
2050-02-28,JPY,USD,0.006510
2050-03-01,EUR,USD,1.053000
2050-03-01,GBP,USD,1.262000
2050-03-01,JPY,USD,0.006540
2050-03-02,EUR,USD,1.035000
2050-03-02,GBP,USD,1.263000
2050-03-02,JPY,USD,0.006510
2050-03-03,EUR,USD,1.042000
2050-03-03,GBP,USD,1.258000
2050-03-03,JPY,USD,0.006480
2050-03-04,EUR,USD,1.039000
2050-03-04,GBP,USD,1.257000
2050-03-04,JPY,USD,0.006510
2050-03-05,EUR,USD,1.063000
2050-03-05,GBP,USD,1.252000
2050-03-05,JPY,USD,0.006450
2050-03-06,EUR,USD,1.058000
2050-03-06,GBP,USD,1.261000
2050-03-06,JPY,USD,0.006500
2050-03-07,EUR,USD,1.041000
2050-03-07,GBP,USD,1.238000
2050-03-07,JPY,USD,0.006530
2050-03-08,EUR,USD,1.063000
2050-03-08,GBP,USD,1.247000
2050-03-08,JPY,USD,0.006470
2050-03-09,EUR,USD,1.056000
2050-03-09,GBP,USD,1.250000
2050-03-09,JPY,USD,0.006550
2050-03-10,EUR,USD,1.045000
2050-03-10,GBP,USD,1.235000
2050-03-10,JPY,USD,0.006510
2050-03-11,EUR,USD,1.065000
2050-03-11,GBP,USD,1.267000
2050-03-11,JPY,USD,0.006530
2050-03-12,EUR,USD,1.069000
2050-03-12,GBP,USD,1.263000
2050-03-12,JPY,USD,0.006540
2050-03-13,EUR,USD,1.041000
2050-03-13,GBP,USD,1.234000
2050-03-13,JPY,USD,0.006550
2050-03-14,EUR,USD,1.040000
2050-03-14,GBP,USD,1.265000
2050-03-14,JPY,USD,0.006450
2050-03-15,EUR,USD,1.035000
2050-03-15,GBP,USD,1.249000
2050-03-15,JPY,USD,0.006530
2050-03-16,EUR,USD,1.064000
2050-03-16,GBP,USD,1.261000
2050-03-16,JPY,USD,0.006530
2050-03-17,EUR,USD,1.046000
2050-03-17,GBP,USD,1.245000
2050-03-17,JPY,USD,0.006550
2050-03-18,EUR,USD,1.041000
2050-03-18,GBP,USD,1.263000
2050-03-18,JPY,USD,0.006490
2050-03-19,EUR,USD,1.045000
2050-03-19,GBP,USD,1.256000
